SID,DATE,DESCRIPTION,DETAILS
SC01071262,07/08/2017,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01071262,05/15/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01071262,02/21/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01071262,12/16/2015,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC01071262,10/24/2015,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 35 DAYS,DISC. DETENTION FOR 5 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 35 DAYS,LOSS OF VISITATION PRIVILEGES FOR 35 DAYS"
SC01071262,10/24/2015,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC01071262,07/20/2015,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01071262,05/14/2014,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT",
SC01071262,05/14/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"DISC. DETENTION FOR 268 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 268 DAYS,LOSS OF VISITATION PRIVILEGES FOR 268 DAYS"
SC01071262,09/26/2011,EXHIBITIONISM AND PUBLIC MASTURBATION,"JUMPSUIT FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,09/26/2011,EXHIBITIONISM AND PUBLIC MASTURBATION,"JUMPSUIT FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,03/16/2011,REFUSING OR FAILING OBEY ORDERS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS
SC01071262,03/16/2011,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"DISC. DETENTION FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,01/12/2011,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 11 DAYS,DISC. DETENTION FOR 720 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 1 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,11/17/2010,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,JUMPSUIT FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,04/16/2010,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,04/16/2010,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 1 DAYS"
SC01071262,04/16/2010,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01071262,05/15/2009,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01071262,04/06/2009,POSSESSION OF SECURITY EQUIP/PROPERTY,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01071262,04/05/2009,OUT OF PLACE,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01071262,04/03/2009,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01071262,04/03/2009,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01071262,03/06/2009,POS. AND/OR USE OF ANOTHER IM'S ID CARD,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01676644,02/16/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC01676644,07/20/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01676644,07/02/2021,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 190 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 190 DAYS,LOSS OF VISITATION PRIVILEGES FOR 190 DAYS"
SC01676644,07/02/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC01676644,12/22/2020,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01676644,12/22/2020,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC01676644,12/22/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC01676644,12/22/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC01676644,08/17/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01676644,12/10/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC01676644,03/08/2018,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01676644,09/28/2017,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS"
SC01676644,09/28/2017,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01676644,09/28/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01676644,09/08/2016,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01676644,09/08/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01676644,10/16/2013,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE",
SC01676644,10/16/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 134 DAYS,DISC. DETENTION FOR 167 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 134 DAYS"
SC01676644,04/04/2012,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 258 DAYS,DISC. DETENTION FOR 78 DAYS,JUMPSUIT FOR 168 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 258 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 1017 DAYS,LOSS OF VISITATION PRIVILEGES FOR 392 DAYS"
SC01676644,03/15/2011,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01676644,11/08/2010,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 436 DAYS,DISC. DETENTION FOR 256 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 436 DAYS,LOSS OF VISITATION PRIVILEGES FOR 436 DAYS"
SC01676644,10/19/2010,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC01676644,04/05/2010,REFUSING TO ATTEND COMPULSORY PROGRAM,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC02239766,07/12/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02239766,04/09/2021,DISRESPECT,LOSS OF TELEPHONE PRIVILEGES FOR 15 DAYS
SC02118438,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01437562,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02298092,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02314665,05/29/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC02314665,03/29/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC02189616,10/18/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02189616,03/31/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01620825,04/10/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 112 DAYS,DISC. DETENTION FOR 22 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 112 DAYS,LOSS OF VISITATION PRIVILEGES FOR 112 DAYS"
SC01620825,04/10/2023,SMUGGLING/CONSPIRACY SMUGGLE CONTRABAND,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 82 DAYS,DISC. DETENTION FOR 22 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 82 DAYS,LOSS OF VISITATION PRIVILEGES FOR 82 DAYS"
SC01620825,04/10/2023,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01620825,01/21/2021,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01620825,01/30/2020,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02198669,01/13/2023,FIGHTING WITHOUT A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 29 DAYS,DISC. DETENTION FOR 9 DAYS"
SC02198669,01/13/2023,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 69 DAYS,DISC. DETENTION FOR 11 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 69 DAYS,LOSS OF VISITATION PRIVILEGES FOR 69 DAYS"
SC02198669,07/18/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 90 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02198669,07/18/2022,POSSESSION OF CONTRABAND,"LOSS OF GOOD TIME: 15 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS"
SC02198669,06/16/2022,STG AFFILIATION,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02198669,06/16/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02198669,08/30/2021,SEXUAL ASSAULT,"LOSS OF CANTEEN PRIVILEGES FOR 200 DAYS,DISC. DETENTION FOR 50 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 200 DAYS,LOSS OF VISITATION PRIVILEGES FOR 200 DAYS"
SC02198669,01/28/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02198669,01/28/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 36 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC00797742,12/02/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC00797742,08/03/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC00797742,04/12/2018,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC00797742,04/27/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC00797742,01/21/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC00797742,06/17/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC01266745,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01998220,04/30/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 222 DAYS,DISC. DETENTION FOR 42 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 222 DAYS,LOSS OF VISITATION PRIVILEGES FOR 222 DAYS"
SC01998220,11/10/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 219 DAYS,DISC. DETENTION FOR 39 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 219 DAYS,LOSS OF VISITATION PRIVILEGES FOR 219 DAYS"
SC01998220,05/08/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,
SC01998220,05/04/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01998220,05/02/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 164 DAYS,DISC. DETENTION FOR 14 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 164 DAYS,LOSS OF VISITATION PRIVILEGES FOR 164 DAYS"
SC01857966,08/24/2022,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01857966,08/24/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01857966,08/19/2022,STG AFFILIATION,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01857966,08/18/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01857966,08/18/2022,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC01857966,08/18/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01857966,08/12/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01857966,05/04/2022,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC01857966,03/06/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 237 DAYS,DISC. DETENTION FOR 57 DAYS,LOSS OF VISITATION PRIVILEGES FOR 237 DAYS"
SC01857966,02/08/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01857966,02/08/2021,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01857966,02/08/2021,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01857966,08/30/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC01857966,07/30/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01857966,07/30/2020,STG AFFILIATION,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01857966,07/30/2020,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC01857966,06/13/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 210 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 210 DAYS,LOSS OF VISITATION PRIVILEGES FOR 210 DAYS"
SC01857966,06/05/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 165 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 165 DAYS,LOSS OF VISITATION PRIVILEGES FOR 165 DAYS"
